country
http://dbpedia.org/resource/Vietnam
http://dbpedia.org/resource/Somalia
http://dbpedia.org/resource/Uganda
http://dbpedia.org/resource/New_Zealand
http://dbpedia.org/resource/Haiti
http://dbpedia.org/resource/Equatorial_Guinea
http://dbpedia.org/resource/Scotland
http://dbpedia.org/resource/Angola
http://dbpedia.org/resource/Nepal
http://dbpedia.org/resource/Guinea
http://dbpedia.org/resource/Sudan
http://dbpedia.org/resource/Tanzania
http://dbpedia.org/resource/Sierra_Leone
http://dbpedia.org/resource/Cape_Verde
http://dbpedia.org/resource/Macau
http://dbpedia.org/resource/Sweden
http://dbpedia.org/resource/Papua_New_Guinea
http://dbpedia.org/resource/Sri_Lanka
http://dbpedia.org/resource/The_Gambia
http://dbpedia.org/resource/Namibia
http://dbpedia.org/resource/Marshall_Islands
http://dbpedia.org/resource/Mozambique
http://dbpedia.org/resource/Burundi
http://dbpedia.org/resource/Swaziland
http://dbpedia.org/resource/Barbados
http://dbpedia.org/resource/Kingdom_of_England
http://dbpedia.org/resource/Malawi
http://dbpedia.org/resource/Oman
http://dbpedia.org/resource/Honduras
http://dbpedia.org/resource/Aruba
http://dbpedia.org/resource/Fiji
http://dbpedia.org/resource/Kiribati
http://dbpedia.org/resource/Mauritania
http://dbpedia.org/resource/Northern_Ireland
http://dbpedia.org/resource/Saint_Kitts_and_Nevis
http://dbpedia.org/resource/Republika_Srpska
http://dbpedia.org/resource/England
http://dbpedia.org/resource/Costa_Rica
http://dbpedia.org/resource/Algeria
http://dbpedia.org/resource/Suriname
http://dbpedia.org/resource/Zambia
http://dbpedia.org/resource/Guinea-Bissau
http://dbpedia.org/resource/Jersey
http://dbpedia.org/resource/Madagascar
http://dbpedia.org/resource/Uruguay
http://dbpedia.org/resource/Guernsey
http://dbpedia.org/resource/Cambodia
http://dbpedia.org/resource/Jamaica
http://dbpedia.org/resource/Bahrain
http://dbpedia.org/resource/Niger
http://dbpedia.org/resource/Wales
http://dbpedia.org/resource/Bolivia
http://dbpedia.org/resource/Vanuatu
http://dbpedia.org/resource/The_Bahamas
http://dbpedia.org/resource/Venezuela
http://dbpedia.org/resource/Mongolia
http://dbpedia.org/resource/Gabon
http://dbpedia.org/resource/Malta
http://dbpedia.org/resource/Trinidad_and_Tobago
http://dbpedia.org/resource/Tajikistan
http://dbpedia.org/resource/Kingdom_of_the_Netherlands
http://dbpedia.org/resource/Australia
