e_en
http://de.dbpedia.org/resource/Moriguchi
http://de.dbpedia.org/resource/Nischni_Nowgorod
http://dbpedia.org/resource/Londerzeel
http://dbpedia.org/resource/Harry_Markowitz
http://dbpedia.org/resource/PrivatAir
http://de.dbpedia.org/resource/Tatsuo_Yoshida
http://dbpedia.org/resource/Cham,_Switzerland
http://de.dbpedia.org/resource/Flughafen_Abidjan
http://de.dbpedia.org/resource/Fujisawa_(Kanagawa)
http://dbpedia.org/resource/Keith_Duckworth
http://dbpedia.org/resource/Buick
http://de.dbpedia.org/resource/Lake_Oswego
http://dbpedia.org/resource/Queanbeyan
http://de.dbpedia.org/resource/Extreme_Championship_Wrestling
http://dbpedia.org/resource/Kleinostheim
http://de.dbpedia.org/resource/Dorabji_Tata
http://de.dbpedia.org/resource/WDL_Aviation
http://dbpedia.org/resource/Buchs,_Aargau
http://dbpedia.org/resource/Gruppo_Bertone
http://dbpedia.org/resource/Shoppers_Drug_Mart
http://de.dbpedia.org/resource/Firefly_(Fluggesellschaft)
http://dbpedia.org/resource/Altairnano
http://dbpedia.org/resource/Clark_County,_Nevada
http://de.dbpedia.org/resource/Cromemco
http://de.dbpedia.org/resource/Parallels_(Unternehmen)
http://dbpedia.org/resource/Kulula.com
http://de.dbpedia.org/resource/Wayne_(New_Jersey)
http://dbpedia.org/resource/Slough
http://de.dbpedia.org/resource/Tyrolean_Airways
http://dbpedia.org/resource/Kariya,_Aichi
http://de.dbpedia.org/resource/Lokomotivfabrik_Luhansk
http://dbpedia.org/resource/Orville_Gibson
http://dbpedia.org/resource/Jebel_Ali_Free_Zone
http://dbpedia.org/resource/Pan_American_World_Airways
http://dbpedia.org/resource/Gordon_Moore
http://dbpedia.org/resource/Austin,_Minnesota
http://de.dbpedia.org/resource/Ensemble_Studios
http://de.dbpedia.org/resource/Agricultural_Bank_of_China
http://de.dbpedia.org/resource/Flash_Airlines
http://de.dbpedia.org/resource/Singapore_Airlines
http://dbpedia.org/resource/Walter_Gilbert
http://dbpedia.org/resource/BT_Group
http://dbpedia.org/resource/Yeovil
http://dbpedia.org/resource/Nakamichi
http://de.dbpedia.org/resource/HASAG
http://dbpedia.org/resource/Killorglin
http://de.dbpedia.org/resource/Willemstad
http://dbpedia.org/resource/PAREXEL
http://de.dbpedia.org/resource/Nordinsel_(Neuseeland)
http://de.dbpedia.org/resource/Mazda
http://dbpedia.org/resource/K._C._Irving
http://de.dbpedia.org/resource/Shimano
http://de.dbpedia.org/resource/GEA_Bock
http://dbpedia.org/resource/Hainan_Airlines
http://de.dbpedia.org/resource/Ohio
http://dbpedia.org/resource/Central_Mountain_Air
http://dbpedia.org/resource/Vestas
http://de.dbpedia.org/resource/Genworth_Financial
http://dbpedia.org/resource/Kozhikode
http://dbpedia.org/resource/Visakhapatnam
http://de.dbpedia.org/resource/Westchester_(Illinois)
http://dbpedia.org/resource/Sapporo
http://de.dbpedia.org/resource/Lufthansa_CityLine
http://de.dbpedia.org/resource/Beretta
http://de.dbpedia.org/resource/Repsol
http://de.dbpedia.org/resource/Farnham_(Surrey)
http://de.dbpedia.org/resource/St_Albans
http://de.dbpedia.org/resource/Teleplan
http://dbpedia.org/resource/Makino
http://dbpedia.org/resource/J._Barbour_and_Sons
http://de.dbpedia.org/resource/Infor_Global_Solutions
http://de.dbpedia.org/resource/Central_African_Airways
http://dbpedia.org/resource/Proximus_Group
http://dbpedia.org/resource/Europ_Assistance
http://dbpedia.org/resource/Fadesa
http://dbpedia.org/resource/Marina_Berlusconi
http://de.dbpedia.org/resource/Carrefour_(Unternehmen)
http://dbpedia.org/resource/Neopost
http://dbpedia.org/resource/Storebrand
http://dbpedia.org/resource/Komercijalna_banka
http://de.dbpedia.org/resource/Gulf_Oil
http://de.dbpedia.org/resource/Ningbo
http://de.dbpedia.org/resource/Fudschaira
http://dbpedia.org/resource/Mentor_Graphics
http://de.dbpedia.org/resource/Fop_Smit
http://de.dbpedia.org/resource/Flughafen_Dar_es_Salaam
http://dbpedia.org/resource/Abt_Sportsline
http://dbpedia.org/resource/Analog_Devices
http://de.dbpedia.org/resource/Safair
http://de.dbpedia.org/resource/Car2go
http://dbpedia.org/resource/Bay_Networks
http://de.dbpedia.org/resource/Giant_Eagle
http://de.dbpedia.org/resource/Hong_Kong_and_China_Gas
http://de.dbpedia.org/resource/Argon_ST
http://dbpedia.org/resource/Trans_Maldivian_Airways
http://dbpedia.org/resource/Conergy
http://de.dbpedia.org/resource/Bengkulu_(Provinz)
http://dbpedia.org/resource/Isaac_Rice
http://de.dbpedia.org/resource/Shah_Alam
http://dbpedia.org/resource/Kigali
