person
http://de.dbpedia.org/resource/Kurt_Gribl
http://dbpedia.org/resource/Will_Ransom
http://dbpedia.org/resource/Per_Welinder
http://de.dbpedia.org/resource/Adolf_Vorwerk
http://dbpedia.org/resource/Martin_Parr
http://dbpedia.org/resource/Henry_Silverman
http://de.dbpedia.org/resource/Sigmund_von_Haimhausen
http://dbpedia.org/resource/Francis_Shubael_Smith
http://de.dbpedia.org/resource/Gerhard_Grandke
http://dbpedia.org/resource/Tetsuya_Takahashi
http://de.dbpedia.org/resource/Joe_Colombo
http://dbpedia.org/resource/Alex_Randolph
http://de.dbpedia.org/resource/Heinrich_Mittag
http://de.dbpedia.org/resource/Leslie_Irvin
http://dbpedia.org/resource/Leonard_Rossiter
http://dbpedia.org/resource/Benny_Greb
http://de.dbpedia.org/resource/CM_Punk
http://de.dbpedia.org/resource/Hermann_Scherchen
http://de.dbpedia.org/resource/Richard_Rudolf_Klein
http://de.dbpedia.org/resource/Richard_Whitney
http://dbpedia.org/resource/Trevor_Jones_(composer)
http://de.dbpedia.org/resource/Paul_Gerson_Unna
http://dbpedia.org/resource/Seiji_Ara
http://de.dbpedia.org/resource/Kjeld_Kirk_Kristiansen
http://dbpedia.org/resource/John_Boot
http://dbpedia.org/resource/Sundar_Pichai
http://dbpedia.org/resource/Robert_Lang_(ice_hockey)
http://dbpedia.org/resource/Halston
http://dbpedia.org/resource/Thomas_Hampson_(baritone)
http://de.dbpedia.org/resource/Sunrise_Adams
http://dbpedia.org/resource/Catherine_Pavlovna_of_Russia
http://de.dbpedia.org/resource/Rolf_Tiedemann
http://de.dbpedia.org/resource/Friedrich_Seele
http://de.dbpedia.org/resource/Helmut_Marko
http://de.dbpedia.org/resource/Karl_Christ
http://dbpedia.org/resource/John_D._Lowry
http://dbpedia.org/resource/Joel_Makower
http://dbpedia.org/resource/Dan_Gordon_(animator)
http://dbpedia.org/resource/Agnes_Simon
http://de.dbpedia.org/resource/Jean-Paul_Rappeneau
http://de.dbpedia.org/resource/Elke_Werner
http://dbpedia.org/resource/Dana_Key
http://dbpedia.org/resource/Peter_Arrell_Brown_Widener
http://de.dbpedia.org/resource/William_Wrigley_junior
http://de.dbpedia.org/resource/Hanns_Gasser
http://de.dbpedia.org/resource/Rashad_Evans
http://dbpedia.org/resource/Thomas_Hettche
http://dbpedia.org/resource/Jules_B._Kroll
http://dbpedia.org/resource/Azman_Hashim
http://de.dbpedia.org/resource/Jakob_Schaffner
http://dbpedia.org/resource/Alexander_Christie_(bishop)
http://dbpedia.org/resource/Hiram_Percy_Maxim
http://dbpedia.org/resource/Edward_Fredkin
http://de.dbpedia.org/resource/Ludwig_Hoffmann_(Architekt)
http://dbpedia.org/resource/George_Mountbatten,_4th_Marquess_of_Milford_Haven
http://de.dbpedia.org/resource/Baschar_al-Assad
http://de.dbpedia.org/resource/Siegfried_Lenz
http://de.dbpedia.org/resource/Stefan_Mappus
http://dbpedia.org/resource/E._P._Taylor
http://dbpedia.org/resource/Ron_Gilbert
http://dbpedia.org/resource/Luc_Delahaye
http://dbpedia.org/resource/John_Ford
http://dbpedia.org/resource/James_Cayne
http://dbpedia.org/resource/Tim_Sweeney_(game_developer)
http://dbpedia.org/resource/Daniel_Bernstein
http://de.dbpedia.org/resource/Richard_Rebmann
http://dbpedia.org/resource/Wang_Xuan
http://de.dbpedia.org/resource/Rudolf_Diesel
http://de.dbpedia.org/resource/Karl_Maybach
http://de.dbpedia.org/resource/Aditya_Mittal
http://de.dbpedia.org/resource/Tobias_Bachmann
http://de.dbpedia.org/resource/Tokyo_Sexwale
http://dbpedia.org/resource/Bruce_Milne
http://dbpedia.org/resource/William_H._Swanson
http://dbpedia.org/resource/Carl_Moll
http://dbpedia.org/resource/Michael_Kogan
http://dbpedia.org/resource/Claude_H._Nash
http://de.dbpedia.org/resource/Christophe_Bouchut
http://dbpedia.org/resource/Gerrit_Kinkel
http://de.dbpedia.org/resource/Georg_von_Waldburg_zu_Zeil_und_Trauchburg
http://de.dbpedia.org/resource/Lucille_Ball
http://de.dbpedia.org/resource/Rosa_Jochmann
http://dbpedia.org/resource/George_Eastman
http://de.dbpedia.org/resource/Otto_F._Walter
http://dbpedia.org/resource/Khoo_Teck_Puat
http://de.dbpedia.org/resource/Karl_Flesch
http://dbpedia.org/resource/Spiros_Latsis
http://dbpedia.org/resource/Ahn_Cheol-soo
http://de.dbpedia.org/resource/Helmut_Orpel
http://de.dbpedia.org/resource/David_Packard
http://dbpedia.org/resource/Mel_Croucher
http://de.dbpedia.org/resource/Astrid_Kaiser
http://dbpedia.org/resource/Eli_Thompson_(skydiver)
http://dbpedia.org/resource/Ludwig_Marcuse
http://de.dbpedia.org/resource/Rimandas_Stonys
http://dbpedia.org/resource/Irwin_Donenfeld
http://dbpedia.org/resource/Izzy_Asper
http://dbpedia.org/resource/Nick_Glennie-Smith
http://de.dbpedia.org/resource/Hugo_Mann
http://de.dbpedia.org/resource/Jean_Gol
